Id,SalePrice
1461,118769.3053838909
1462,169664.73989962644
1463,184587.1210291362
1464,194180.71551267998
1465,197855.20534662995
1466,170856.4074175306
1467,169925.14371326362
1468,161070.44531718598
1469,196667.45564120484
1470,119995.98063272028
1471,186431.89506204706
1472,96193.6795683023
1473,94126.88632103437
1474,148529.93621982512
1475,115128.79812525243
1476,362098.3351778232
1477,251181.51912426692
1478,292026.85504575085
1479,283445.86774099263
1480,473614.3337548987
1481,345872.970084176
1482,210551.90380080187
1483,179704.93255901913
1484,163930.87907100454
1485,189530.66201189117
1486,195188.36979931348
1487,339078.464248916
1488,233004.86933255714
1489,196685.87169028335
1490,243296.53142291014
1491,196784.5025641642
1492,100703.88660785087
1493,181134.81989774623
1494,301448.9378610023
1495,291844.4604629117
1496,238211.8188839975
1497,183994.38024039377
1498,166672.33281786542
1499,167981.44920497527
1500,157099.70872104142
1501,183615.31122071293
1502,146410.0517908179
1503,303640.9652674674
1504,241622.02103757462
1505,227887.3118206745
1506,193613.40706992408
1507,249847.26514316443
1508,196121.48199217897
1509,152287.55023371626
1510,146251.93778589994
1511,148905.69449888798
1512,173520.84469487236
1513,140975.87732456852
1514,149252.3569319572
1515,191950.59910884136
1516,155834.3243996945
1517,176028.91390761573
1518,133770.19811875565
1519,210444.43166551957
1520,130237.79629370153
1521,134057.80892473515
1522,180469.8602607683
1523,114922.31794427909
1524,124393.34096507492
1525,122269.60646098819
1526,117039.43248559245
1527,108504.19277804172
1528,130799.59645048334
1529,157938.2730548675
1530,179768.78418618633
1531,111454.45541654744
1532,94757.27166683997
1533,148202.81198731816
1534,121688.79735653312
1535,150011.48946554514
1536,105257.26187476644
1537,60812.66958093037
1538,154056.4756263364
1539,190635.40956912795
1540,92798.26229938297
1541,140637.34495251617
1542,152717.80926381954
1543,204170.0383733739
1544,85097.80884280243
1545,112439.78964178995
1546,131963.34202146105
1547,138204.3303984777
1548,135747.89507431985
1549,117279.90833688139
1550,136890.37424104157
1551,110595.06381937202
1552,145796.57439630313
1553,157837.6179395072
1554,117426.2863790469
1555,166934.39319779343
1556,89612.03843646565
1557,98482.64756802932
1558,95884.61370410107
1559,66578.2020730266
1560,127590.21740724923
1561,123865.1747993998
1562,127324.60387385066
1563,122843.46675656465
1564,161153.8635585229
1565,156851.79784666287
1566,234210.48491796444
1567,75703.86983707378
1568,250108.5281029728
1569,125333.16012538839
1570,138819.48631654086
1571,123549.93446651148
1572,145202.2925096573
1573,245429.4935253594
1574,112327.9292331675
1575,242521.63479437635
1576,237894.49715811037
1577,181389.972254899
1578,145223.3190263733
1579,154825.28265658248
1580,190464.5702080173
1581,156739.51226208897
1582,125021.51647771869
1583,305088.8548587964
1584,219957.27624853962
1585,141738.19644201864
1586,68089.51645553614
1587,103078.60382797619
1588,156278.86174181296
1589,98077.04422998193
1590,134484.36084341427
1591,99079.44763160081
1592,106655.98035865629
1593,125800.18911131285
1594,118223.97160176994
1595,114564.04906454794
1596,226968.46085034398
1597,191251.62272247093
1598,220628.3657783388
1599,172100.76615133355
1600,165612.31182406787
1601,62603.60829559277
1602,111883.30014494546
1603,75104.27628777063
1604,262620.83211831213
1605,242408.7573774742
1606,163984.59375841563
1607,153012.80885773728
1608,216905.95376507138
1609,179698.1650115876
1610,148460.22100068137
1611,141643.7082364044
1612,168011.7619533015
1613,158477.90826373416
1614,121105.88879245972
1615,91344.60499857499
1616,79406.9799220852
1617,90048.73293965412
1618,122026.9960556252
1619,141680.7721506459
1620,140126.43138811865
1621,135440.94039211696
1622,134898.56649966637
1623,259446.95368885633
1624,216438.62613001396
1625,119618.8725675501
1626,162244.8204266259
1627,188928.65138092363
1628,285412.82877788413
1629,178066.31908784178
1630,362483.96786965773
1631,228583.04224926437
1632,250042.21200118566
1633,170045.73438649415
1634,182943.05023822872
1635,174360.63862765077
1636,147626.65447269092
1637,202449.29885937492
1638,189246.56657984378
1639,178103.7770671953
1640,250104.82134079476
1641,178819.32975805647
1642,233161.46174058746
1643,227478.74658196096
1644,241705.75339712913
1645,198263.49197702366
1646,150027.8874399716
1647,151110.67402861215
1648,128932.03902486664
1649,138850.94502264593
1650,109389.31090818736
1651,115319.77898372636
1652,96196.45513042588
1653,97528.96986696727
1654,146541.06514999951
1655,134446.56108834577
1656,141560.5334905709
1657,149754.60418383445
1658,148006.8599564871
1659,120844.31432091576
1660,150441.10143418226
1661,434206.10526400036
1662,388537.19297942444
1663,374147.7901727373
1664,501145.60878131824
1665,295560.7238329687
1666,324591.8989456973
1667,349044.7710844579
1668,321466.2836192009
1669,300959.5821549205
1670,339325.9621007001
1671,262486.4050866483
1672,407812.1306592448
1673,298754.49718763836
1674,244814.879832211
1675,204193.99734131305
1676,195774.63142078405
1677,224654.7345341312
1678,459441.26805617096
1679,392953.5381940761
1680,313647.88820362894
1681,230784.32247454577
1682,325095.76027377
1683,186708.85261820836
1684,175691.2803131698
1685,172361.779997577
1686,167873.66600235552
1687,165443.5681839258
1688,188298.3370179757
1689,189023.99619735425
1690,193796.17316232718
1691,181964.23643324355
1692,262627.83273291436
1693,166390.5747313874
1694,176246.93593020667
1695,163139.44193380672
1696,294416.7093702163
1697,167518.1484052737
1698,347248.056385673
1699,312477.75974303606
1700,250007.1597411916
1701,268277.18425856135
1702,242261.5311648271
1703,242788.23535499844
1704,279359.66202405846
1705,233420.05400252677
1706,443020.722035159
1707,207213.070920859
1708,200099.66199335406
1709,264443.0551294903
1710,219976.1404158497
1711,277581.65102058917
1712,251451.96377725832
1713,276208.0307105244
1714,230683.99346177588
1715,207019.22290477226
1716,183640.95924588427
1717,173145.9896060538
1718,141977.42014980863
1719,210249.43318917794
1720,221975.1737808938
1721,159022.49684517368
1722,125394.62366115394
1723,146560.86655059794
1724,202060.08238426165
1725,236682.9493934014
1726,184856.08753893597
1727,156088.71342511073
1728,166007.60614910765
1729,158648.621615785
1730,146191.93801171397
1731,116613.56969487577
1732,125233.62817622829
1733,114601.34631709452
1734,113997.4895033759
1735,123480.11025564653
1736,106723.34353538643
1737,294722.2321656112
1738,248494.30358699008
1739,249816.0208574184
1740,225363.50390361587
1741,201356.07604416163
1742,176296.50403213568
1743,179746.0485703305
1744,320816.2613963976
1745,221501.8130595661
1746,178811.41989656078
1747,216680.17132053376
1748,212630.66815347943
1749,141496.70450001518
1750,124902.17799279155
1751,242113.2708520667
1752,114995.01151141856
1753,151712.48155997196
1754,192533.6967279973
1755,165211.46446016672
1756,124447.38084918015
1757,120022.72690094441
1758,143043.95941626374
1759,160529.31527637958
1760,161244.8819085298
1761,144848.89131605756
1762,176517.0290007946
1763,193594.8785820964
1764,119076.72873241779
1765,161590.34872416817
1766,183582.79459087356
1767,216339.58760391994
1768,143846.2815270899
1769,169785.82127006524
1770,151592.57828563164
1771,119218.31073560388
1772,133807.89984740727
1773,121554.07453865618
1774,146686.60599184546
1775,143850.24800586016
1776,127697.30731168033
1777,110538.7767951633
1778,143908.98668384604
1779,118355.41110811425
1780,166243.7374104462
1781,128454.56263637473
1782,83370.57937482538
1783,134643.93881171895
1784,105202.20951130099
1785,125635.35659529165
1786,149887.73407314144
1787,155877.66623957478
1788,58198.46319759026
1789,98661.57059810213
1790,83065.25841607258
1791,176096.07416973228
1792,152324.87802361153
1793,127141.51045547817
1794,153046.55504517138
1795,140430.04468766792
1796,119757.45540105735
1797,106537.38650889696
1798,122992.42946499077
1799,109660.19496823617
1800,130591.26265193606
1801,124101.35288905933
1802,128376.29381707787
1803,151379.41080455284
1804,143206.82614155352
1805,135657.90266985985
1806,121640.51232844953
1807,128078.53510145585
1808,122826.04384606534
1809,122971.10857992969
1810,138870.7601287863
1811,85535.08117867698
1812,100152.00240299203
1813,120433.70592570229
1814,93914.5292900877
1815,52799.62745827638
1816,98119.90662395087
1817,106763.94742053856
1818,143144.69707145824
1819,123357.78374134214
1820,54334.37966570577
1821,111527.0517164994
1822,157326.26550840228
1823,44442.40932320939
1824,130421.21797651623
1825,135717.0364468766
1826,104388.67375504685
1827,105517.24603580481
1828,130300.49034599987
1829,112209.2406836671
1830,143043.4066580057
1831,143033.2019903347
1832,68468.92112826405
1833,139876.91824063857
1834,116009.71540680951
1835,125834.45620027855
1836,120312.11343552612
1837,94894.89855437005
1838,130289.95474435796
1839,89476.06654565579
1840,143461.753396016
1841,139712.79997879214
1842,83119.23333665644
1843,128398.69763575404
1844,142036.81085703
1845,149697.74050063282
1846,153835.96395274685
1847,175149.69414443642
1848,50910.01455031668
1849,107434.147433777
1850,119220.04334710559
1851,162910.22094269923
1852,129114.80840211315
1853,132150.8485150411
1854,171953.732426336
1855,155372.81519844316
1856,224600.89576487712
1857,144153.64162856888
1858,134450.87671251368
1859,120717.568937522
1860,146580.10031323912
1861,120049.08183283493
1862,281671.11912898644
1863,260624.28427482623
1864,260696.28746542786
1865,336041.5321827688
1866,315214.0780864439
1867,222438.06987496003
1868,289606.66580365936
1869,199281.5977860914
1870,225341.46710119108
1871,247813.83592261246
1872,176160.92125424853
1873,243702.8788734057
1874,144573.69493800268
1875,195111.76626369997
1876,195301.79062477988
1877,211191.59991992445
1878,195616.75721478325
1879,132638.47469345925
1880,127012.33192970278
1881,245847.82014626038
1882,245027.88672785775
1883,183693.17102720583
1884,202161.84901638265
1885,236204.6921718333
1886,283772.8625485186
1887,214924.81110080957
1888,269249.0346111794
1889,168804.94692018337
1890,115235.71491849082
1891,128219.2489630903
1892,96296.23016656628
1893,133663.836737762
1894,131606.63367202305
1895,143122.44785645886
1896,127897.56951306527
1897,121760.43645603482
1898,112497.25371276861
1899,163894.2475262795
1900,144475.3010429367
1901,177160.64575928278
1902,164876.11861602773
1903,200772.30930569101
1904,144352.1944440646
1905,188859.551818481
1906,127219.07676223497
1907,216321.2762533334
1908,107468.7910841753
1909,136037.13003296658
1910,121381.08098291678
1911,224603.52493243178
1912,354726.4220215414
1913,139852.0454944923
1914,56123.97742948753
1915,300952.6533021327
1916,68149.00442888023
1917,254305.4712481906
1918,141830.33718818738
1919,179826.61296835335
1920,148693.2555535802
1921,381250.3323055895
1922,304237.5367938547
1923,232945.56915758195
1924,236533.11753366928
1925,196977.71435342846
1926,374153.40226765024
1927,136249.1852624952
1928,150517.1256757045
1929,122635.7373590091
1930,131325.32322475375
1931,136625.41976731535
1932,135529.00367383397
